index,product,category,sale_price,brand,description,barcode
508,Mother Dairy Dahi,Dairy,2239.26,Britannia,Britannia Mother Dairy Dahi available in Indian market.,8900000000508
509,Sunsilk Conditioner,Personal Care,972.81,Dettol,Dettol Sunsilk Conditioner available in Indian market.,8900000000509
510,Parle-G Biscuits,Food,833.08,Tata,Tata Parle-G Biscuits available in Indian market.,8900000000510
511,Amul Taaza Milk,Dairy,624.21,Nestle,Nestle Amul Taaza Milk available in Indian market.,8900000000511
512,Govardhan Ghee,Dairy,4147.33,Amul,Amul Govardhan Ghee available in Indian market.,8900000000512
513,Colgate Toothpaste,Personal Care,1148.02,Emami,Emami Colgate Toothpaste available in Indian market.,8900000000513
514,Zebronics Mouse,Electronics,1194.4,Logitech,Logitech Zebronics Mouse available in Indian market.,8900000000514
515,Dove Shampoo,Personal Care,1395.56,Colgate,Colgate Dove Shampoo available in Indian market.,8900000000515
516,Daawat Basmati Rice,Food,1127.05,Tata,Tata Daawat Basmati Rice available in Indian market.,8900000000516
517,Odonil Air Freshener,Home Care,2405.58,Hindustan Unilever,Hindustan Unilever Odonil Air Freshener available in Indian market.,8900000000517
518,Surf Excel,Home Care,148.85,P&G,P&G Surf Excel available in Indian market.,8900000000518
519,Odonil Air Freshener,Home Care,2927.53,Godrej,Godrej Odonil Air Freshener available in Indian market.,8900000000519
520,Bisleri Water 1L,Beverages,156.24,Tropicana,Tropicana Bisleri Water 1L available in Indian market.,8900000000520
521,Paper Boat Drink,Beverages,415.85,PepsiCo,PepsiCo Paper Boat Drink available in Indian market.,8900000000521
522,Dettol Handwash,Personal Care,4467.38,Hindustan Unilever,Hindustan Unilever Dettol Handwash available in Indian market.,8900000000522
523,Maggi Noodles,Food,4675.06,Tata,Tata Maggi Noodles available in Indian market.,8900000000523
524,Peter England Shirt,Fashion,3504.63,Van Heusen,Van Heusen Peter England Shirt available in Indian market.,8900000000524
525,HP Keyboard,Electronics,3675.41,Boat,Boat HP Keyboard available in Indian market.,8900000000525
526,Bisleri Water 1L,Beverages,2133.88,Tropicana,Tropicana Bisleri Water 1L available in Indian market.,8900000000526
527,Nestle Yogurt,Dairy,2770.39,Amul,Amul Nestle Yogurt available in Indian market.,8900000000527
528,Pepsi 500ml,Beverages,4129.33,Coca-Cola,Coca-Cola Pepsi 500ml available in Indian market.,8900000000528
529,Govardhan Ghee,Dairy,1946.45,Amul,Amul Govardhan Ghee available in Indian market.,8900000000529
530,Fortune Sunflower Oil,Food,3889.37,Britannia,Britannia Fortune Sunflower Oil available in Indian market.,8900000000530
531,Tropicana Orange Juice,Beverages,1433.94,Coca-Cola,Coca-Cola Tropicana Orange Juice available in Indian market.,8900000000531
532,Odonil Air Freshener,Home Care,1220.82,Godrej,Godrej Odonil Air Freshener available in Indian market.,8900000000532
533,Govardhan Ghee,Dairy,3364.84,Mother Dairy,Mother Dairy Govardhan Ghee available in Indian market.,8900000000533
534,Nestle Yogurt,Dairy,98.09,Mother Dairy,Mother Dairy Nestle Yogurt available in Indian market.,8900000000534
535,Nike Shoes,Fashion,4025.6,Puma,Puma Nike Shoes available in Indian market.,8900000000535
536,Dettol Disinfectant,Home Care,1536.09,Hindustan Unilever,Hindustan Unilever Dettol Disinfectant available in Indian market.,8900000000536
537,Vim Dishwash Gel,Home Care,2949.38,Hindustan Unilever,Hindustan Unilever Vim Dishwash Gel available in Indian market.,8900000000537
538,Fortune Sunflower Oil,Food,4300.31,ITC,ITC Fortune Sunflower Oil available in Indian market.,8900000000538
539,Puma Sports T-Shirt,Fashion,2519.09,Levis,Levis Puma Sports T-Shirt available in Indian market.,8900000000539
540,Pears Soap,Personal Care,4052.47,Pears,Pears Pears Soap available in Indian market.,8900000000540
541,Lifebuoy Handwash,Personal Care,84.78,Emami,Emami Lifebuoy Handwash available in Indian market.,8900000000541
542,Lizol Floor Cleaner,Home Care,76.76,SC Johnson,SC Johnson Lizol Floor Cleaner available in Indian market.,8900000000542
543,Colgate Toothpaste,Personal Care,4945.67,Lifebuoy,Lifebuoy Colgate Toothpaste available in Indian market.,8900000000543
544,Nike Shoes,Fashion,3543.71,Raymond,Raymond Nike Shoes available in Indian market.,8900000000544
545,Vim Dishwash Gel,Home Care,2301.03,SC Johnson,SC Johnson Vim Dishwash Gel available in Indian market.,8900000000545
546,Fortune Sunflower Oil,Food,3416.1,Fortune,Fortune Fortune Sunflower Oil available in Indian market.,8900000000546
547,Fair & Lovely Cream,Personal Care,2728.83,Hindustan Unilever,Hindustan Unilever Fair & Lovely Cream available in Indian market.,8900000000547
548,Govardhan Ghee,Dairy,4352.79,Britannia,Britannia Govardhan Ghee available in Indian market.,8900000000548
549,Good Day Cookies,Food,4210.53,Parle,Parle Good Day Cookies available in Indian market.,8900000000549
550,Paper Boat Drink,Beverages,2375.31,PepsiCo,PepsiCo Paper Boat Drink available in Indian market.,8900000000550
551,Lifebuoy Handwash,Personal Care,3105.76,Pears,Pears Lifebuoy Handwash available in Indian market.,8900000000551
552,Pears Soap,Personal Care,3021.52,Dettol,Dettol Pears Soap available in Indian market.,8900000000552
553,Vim Dishwash Gel,Home Care,649.11,Reckitt,Reckitt Vim Dishwash Gel available in Indian market.,8900000000553
554,Red Label Tea,Food,4570.41,ITC,ITC Red Label Tea available in Indian market.,8900000000554
555,Amul Cheese,Dairy,4051.36,Nestle,Nestle Amul Cheese available in Indian market.,8900000000555
556,Philips Trimmer,Electronics,4025.48,Philips,Philips Philips Trimmer available in Indian market.,8900000000556
557,Mother Dairy Dahi,Dairy,2338.2,Britannia,Britannia Mother Dairy Dahi available in Indian market.,8900000000557
558,Haldiram Bhujia,Food,3002.95,Haldiram,Haldiram Haldiram Bhujia available in Indian market.,8900000000558
559,Fair & Lovely Cream,Personal Care,3838.61,Dettol,Dettol Fair & Lovely Cream available in Indian market.,8900000000559
560,Amul Taaza Milk,Dairy,114.17,Mother Dairy,Mother Dairy Amul Taaza Milk available in Indian market.,8900000000560
561,Red Label Tea,Food,2129.45,Britannia,Britannia Red Label Tea available in Indian market.,8900000000561
562,Bata Sandals,Fashion,3190.25,Allen Solly,Allen Solly Bata Sandals available in Indian market.,8900000000562
563,Philips Trimmer,Electronics,3363.99,HP,HP Philips Trimmer available in Indian market.,8900000000563
564,Pears Soap,Personal Care,4531.65,Emami,Emami Pears Soap available in Indian market.,8900000000564
565,Amul Cheese,Dairy,4521.67,Govardhan,Govardhan Amul Cheese available in Indian market.,8900000000565
566,Amul Paneer,Dairy,2547.86,Nestle,Nestle Amul Paneer available in Indian market.,8900000000566
567,Govardhan Ghee,Dairy,4401.78,Mother Dairy,Mother Dairy Govardhan Ghee available in Indian market.,8900000000567
568,Lifebuoy Handwash,Personal Care,1737.28,Pears,Pears Lifebuoy Handwash available in Indian market.,8900000000568
569,Haldiram Bhujia,Food,2855.17,Parle,Parle Haldiram Bhujia available in Indian market.,8900000000569
570,Nike Shoes,Fashion,773.55,Bata,Bata Nike Shoes available in Indian market.,8900000000570
571,Vim Dishwash Gel,Home Care,149.93,Reckitt,Reckitt Vim Dishwash Gel available in Indian market.,8900000000571
572,Ambi Pur Air Freshener,Home Care,22.32,Hindustan Unilever,Hindustan Unilever Ambi Pur Air Freshener available in Indian market.,8900000000572
573,Harpic Toilet Cleaner,Home Care,2250.98,Hindustan Unilever,Hindustan Unilever Harpic Toilet Cleaner available in Indian market.,8900000000573
574,Zebronics Mouse,Electronics,1075.63,HP,HP Zebronics Mouse available in Indian market.,8900000000574
575,Real Fruit Juice,Beverages,3807.02,Parle Agro,Parle Agro Real Fruit Juice available in Indian market.,8900000000575
576,Odonil Air Freshener,Home Care,2298.58,SC Johnson,SC Johnson Odonil Air Freshener available in Indian market.,8900000000576
577,Samsung Charger,Electronics,4475.2,Boat,Boat Samsung Charger available in Indian market.,8900000000577
578,Coca-Cola 500ml,Beverages,1637.01,PepsiCo,PepsiCo Coca-Cola 500ml available in Indian market.,8900000000578
579,Frooti Mango Drink,Beverages,2093.22,Dabur,Dabur Frooti Mango Drink available in Indian market.,8900000000579
580,Colgate Toothpaste,Personal Care,4452.65,Dettol,Dettol Colgate Toothpaste available in Indian market.,8900000000580
581,Red Label Tea,Food,3515.16,Tata,Tata Red Label Tea available in Indian market.,8900000000581
582,Fortune Sunflower Oil,Food,1124.18,Nestle,Nestle Fortune Sunflower Oil available in Indian market.,8900000000582
583,Amul Paneer,Dairy,3664.93,Britannia,Britannia Amul Paneer available in Indian market.,8900000000583
584,Good Day Cookies,Food,2671.23,ITC,ITC Good Day Cookies available in Indian market.,8900000000584
585,Nike Shoes,Fashion,4349.78,Van Heusen,Van Heusen Nike Shoes available in Indian market.,8900000000585
586,Red Label Tea,Food,3112.27,Parle,Parle Red Label Tea available in Indian market.,8900000000586
587,Britannia Bread,Food,751.29,Haldiram,Haldiram Britannia Bread available in Indian market.,8900000000587
588,Govardhan Ghee,Dairy,2643.75,Britannia,Britannia Govardhan Ghee available in Indian market.,8900000000588
589,Amul Taaza Milk,Dairy,3312.8,Govardhan,Govardhan Amul Taaza Milk available in Indian market.,8900000000589
590,Maggi Noodles,Food,4200.26,Haldiram,Haldiram Maggi Noodles available in Indian market.,8900000000590
591,Pepsi 500ml,Beverages,136.67,Parle Agro,Parle Agro Pepsi 500ml available in Indian market.,8900000000591
592,Fortune Sunflower Oil,Food,634.49,Parle,Parle Fortune Sunflower Oil available in Indian market.,8900000000592
593,Fortune Sunflower Oil,Food,3865.37,Parle,Parle Fortune Sunflower Oil available in Indian market.,8900000000593
594,Dove Shampoo,Personal Care,3718.04,Pears,Pears Dove Shampoo available in Indian market.,8900000000594
595,Odonil Air Freshener,Home Care,2810.51,P&G,P&G Odonil Air Freshener available in Indian market.,8900000000595
596,Sunsilk Conditioner,Personal Care,1436.55,Dove,Dove Sunsilk Conditioner available in Indian market.,8900000000596
597,Fair & Lovely Cream,Personal Care,1337.58,Pears,Pears Fair & Lovely Cream available in Indian market.,8900000000597
598,Red Bull,Beverages,4833.2,Parle Agro,Parle Agro Red Bull available in Indian market.,8900000000598
599,Zebronics Mouse,Electronics,1643.56,Logitech,Logitech Zebronics Mouse available in Indian market.,8900000000599
600,Red Bull,Beverages,3510.95,Coca-Cola,Coca-Cola Red Bull available in Indian market.,8900000000600
601,Good Day Cookies,Food,3012.18,Haldiram,Haldiram Good Day Cookies available in Indian market.,8900000000601
602,Lifebuoy Handwash,Personal Care,622.32,Colgate,Colgate Lifebuoy Handwash available in Indian market.,8900000000602
603,Haldiram Bhujia,Food,3638.72,Parle,Parle Haldiram Bhujia available in Indian market.,8900000000603
604,Clinic Plus Shampoo,Personal Care,463.1,Hindustan Unilever,Hindustan Unilever Clinic Plus Shampoo available in Indian market.,8900000000604
605,Tropicana Orange Juice,Beverages,2082.7,PepsiCo,PepsiCo Tropicana Orange Juice available in Indian market.,8900000000605
606,Mother Dairy Dahi,Dairy,1554.13,Amul,Amul Mother Dairy Dahi available in Indian market.,8900000000606
607,Vim Dishwash Gel,Home Care,3429.61,SC Johnson,SC Johnson Vim Dishwash Gel available in Indian market.,8900000000607
608,Pears Soap,Personal Care,4888.6,Dove,Dove Pears Soap available in Indian market.,8900000000608
609,Logitech Webcam,Electronics,4590.98,OnePlus,OnePlus Logitech Webcam available in Indian market.,8900000000609
610,Ambi Pur Air Freshener,Home Care,4118.98,P&G,P&G Ambi Pur Air Freshener available in Indian market.,8900000000610
611,Bata Sandals,Fashion,3124.06,Bata,Bata Bata Sandals available in Indian market.,8900000000611
612,Britannia Cheese Slices,Dairy,3866.3,Govardhan,Govardhan Britannia Cheese Slices available in Indian market.,8900000000612
613,Bisleri Water 1L,Beverages,1629.87,Dabur,Dabur Bisleri Water 1L available in Indian market.,8900000000613
614,Peter England Shirt,Fashion,4683.97,Bata,Bata Peter England Shirt available in Indian market.,8900000000614
615,OnePlus Data Cable,Electronics,3706.05,Mi,Mi OnePlus Data Cable available in Indian market.,8900000000615
616,Daawat Basmati Rice,Food,3661.94,Tata,Tata Daawat Basmati Rice available in Indian market.,8900000000616
617,Surf Excel,Home Care,1226.68,Hindustan Unilever,Hindustan Unilever Surf Excel available in Indian market.,8900000000617
618,Surf Excel,Home Care,1940.14,P&G,P&G Surf Excel available in Indian market.,8900000000618
619,Odonil Air Freshener,Home Care,1781.77,Hindustan Unilever,Hindustan Unilever Odonil Air Freshener available in Indian market.,8900000000619
620,Real Fruit Juice,Beverages,4593.15,Tropicana,Tropicana Real Fruit Juice available in Indian market.,8900000000620
621,Govardhan Ghee,Dairy,2125.74,Govardhan,Govardhan Govardhan Ghee available in Indian market.,8900000000621
622,Vim Dishwash Gel,Home Care,4029.97,Godrej,Godrej Vim Dishwash Gel available in Indian market.,8900000000622
623,Dettol Disinfectant,Home Care,2904.68,P&G,P&G Dettol Disinfectant available in Indian market.,8900000000623
624,Harpic Toilet Cleaner,Home Care,823.23,P&G,P&G Harpic Toilet Cleaner available in Indian market.,8900000000624
625,Dettol Disinfectant,Home Care,1169.57,Godrej,Godrej Dettol Disinfectant available in Indian market.,8900000000625
626,Philips Trimmer,Electronics,1003.69,Zebronics,Zebronics Philips Trimmer available in Indian market.,8900000000626
627,Odonil Air Freshener,Home Care,1689.44,Reckitt,Reckitt Odonil Air Freshener available in Indian market.,8900000000627
628,Ambi Pur Air Freshener,Home Care,1972.47,P&G,P&G Ambi Pur Air Freshener available in Indian market.,8900000000628
629,Pepsi 500ml,Beverages,3073.07,Dabur,Dabur Pepsi 500ml available in Indian market.,8900000000629
630,Mi Power Bank 10000mAh,Electronics,3466.02,Mi,Mi Mi Power Bank 10000mAh available in Indian market.,8900000000630
631,Raymond Formal Pants,Fashion,1526.58,Bata,Bata Raymond Formal Pants available in Indian market.,8900000000631
632,Fortune Sunflower Oil,Food,1475.32,ITC,ITC Fortune Sunflower Oil available in Indian market.,8900000000632
633,Amul Cheese,Dairy,132.58,Amul,Amul Amul Cheese available in Indian market.,8900000000633
634,Puma Sports T-Shirt,Fashion,3915.55,Peter England,Peter England Puma Sports T-Shirt available in Indian market.,8900000000634
635,Real Fruit Juice,Beverages,1798.11,Coca-Cola,Coca-Cola Real Fruit Juice available in Indian market.,8900000000635
636,Tata Salt,Food,75.76,Nestle,Nestle Tata Salt available in Indian market.,8900000000636
637,Colgate Toothpaste,Personal Care,4822.87,Emami,Emami Colgate Toothpaste available in Indian market.,8900000000637
638,Amul Cheese,Dairy,1507.69,Mother Dairy,Mother Dairy Amul Cheese available in Indian market.,8900000000638
639,Pears Soap,Personal Care,1595.79,Pears,Pears Pears Soap available in Indian market.,8900000000639
640,Pears Soap,Personal Care,3948.81,Colgate,Colgate Pears Soap available in Indian market.,8900000000640
641,HP Keyboard,Electronics,3445.21,Philips,Philips HP Keyboard available in Indian market.,8900000000641
642,Fair & Lovely Cream,Personal Care,37.74,Dove,Dove Fair & Lovely Cream available in Indian market.,8900000000642
643,Red Label Tea,Food,3277.61,ITC,ITC Red Label Tea available in Indian market.,8900000000643
644,Samsung Charger,Electronics,4785.25,Samsung,Samsung Samsung Charger available in Indian market.,8900000000644
645,Lifebuoy Handwash,Personal Care,790.02,Lifebuoy,Lifebuoy Lifebuoy Handwash available in Indian market.,8900000000645
646,Bisleri Water 1L,Beverages,2629.24,Parle Agro,Parle Agro Bisleri Water 1L available in Indian market.,8900000000646
647,Clinic Plus Shampoo,Personal Care,1023.2,Emami,Emami Clinic Plus Shampoo available in Indian market.,8900000000647
648,Amul Cheese,Dairy,1360.4,Britannia,Britannia Amul Cheese available in Indian market.,8900000000648
649,Domex Cleaner,Home Care,3603.72,Hindustan Unilever,Hindustan Unilever Domex Cleaner available in Indian market.,8900000000649
650,Lizol Floor Cleaner,Home Care,2795.3,Hindustan Unilever,Hindustan Unilever Lizol Floor Cleaner available in Indian market.,8900000000650
651,Britannia Bread,Food,1494.4,Parle,Parle Britannia Bread available in Indian market.,8900000000651
652,Good Day Cookies,Food,4374.81,Tata,Tata Good Day Cookies available in Indian market.,8900000000652
653,Nestle Yogurt,Dairy,1233.1,Mother Dairy,Mother Dairy Nestle Yogurt available in Indian market.,8900000000653
654,Pears Soap,Personal Care,683.17,Dettol,Dettol Pears Soap available in Indian market.,8900000000654
655,Surf Excel,Home Care,129.07,Godrej,Godrej Surf Excel available in Indian market.,8900000000655
656,Bisleri Water 1L,Beverages,2337.66,Parle Agro,Parle Agro Bisleri Water 1L available in Indian market.,8900000000656
657,Mother Dairy Dahi,Dairy,4282.97,Govardhan,Govardhan Mother Dairy Dahi available in Indian market.,8900000000657
658,Fortune Sunflower Oil,Food,2823.72,Britannia,Britannia Fortune Sunflower Oil available in Indian market.,8900000000658
659,Harpic Toilet Cleaner,Home Care,2847.54,Reckitt,Reckitt Harpic Toilet Cleaner available in Indian market.,8900000000659
660,Amul Cheese,Dairy,485.36,Amul,Amul Amul Cheese available in Indian market.,8900000000660
661,Surf Excel,Home Care,4044.58,Hindustan Unilever,Hindustan Unilever Surf Excel available in Indian market.,8900000000661
662,Haldiram Bhujia,Food,2152.38,ITC,ITC Haldiram Bhujia available in Indian market.,8900000000662
663,OnePlus Data Cable,Electronics,1307.01,Zebronics,Zebronics OnePlus Data Cable available in Indian market.,8900000000663
664,Lizol Floor Cleaner,Home Care,1962.21,Godrej,Godrej Lizol Floor Cleaner available in Indian market.,8900000000664
665,Puma Sports T-Shirt,Fashion,633.83,Allen Solly,Allen Solly Puma Sports T-Shirt available in Indian market.,8900000000665
666,Peter England Shirt,Fashion,277.71,Raymond,Raymond Peter England Shirt available in Indian market.,8900000000666
667,Amul Butter,Dairy,1816.94,Govardhan,Govardhan Amul Butter available in Indian market.,8900000000667
668,Good Day Cookies,Food,2613.37,Fortune,Fortune Good Day Cookies available in Indian market.,8900000000668
669,Coca-Cola 500ml,Beverages,794.87,Parle Agro,Parle Agro Coca-Cola 500ml available in Indian market.,8900000000669
670,Amul Paneer,Dairy,3518.33,Nestle,Nestle Amul Paneer available in Indian market.,8900000000670
671,Domex Cleaner,Home Care,4439.86,SC Johnson,SC Johnson Domex Cleaner available in Indian market.,8900000000671
672,Vim Dishwash Gel,Home Care,1044.32,P&G,P&G Vim Dishwash Gel available in Indian market.,8900000000672
673,HP Keyboard,Electronics,4647.3,HP,HP HP Keyboard available in Indian market.,8900000000673
674,Zebronics Mouse,Electronics,4948.09,Zebronics,Zebronics Zebronics Mouse available in Indian market.,8900000000674
675,Dettol Handwash,Personal Care,46.79,Emami,Emami Dettol Handwash available in Indian market.,8900000000675
676,Haldiram Bhujia,Food,733.8,Tata,Tata Haldiram Bhujia available in Indian market.,8900000000676
677,Fair & Lovely Cream,Personal Care,269.22,Dettol,Dettol Fair & Lovely Cream available in Indian market.,8900000000677
678,Britannia Cheese Slices,Dairy,643.02,Nestle,Nestle Britannia Cheese Slices available in Indian market.,8900000000678
679,Puma Sports T-Shirt,Fashion,4414.4,Van Heusen,Van Heusen Puma Sports T-Shirt available in Indian market.,8900000000679
680,Britannia Bread,Food,1051.84,Parle,Parle Britannia Bread available in Indian market.,8900000000680
681,Britannia Cheese Slices,Dairy,4015.29,Amul,Amul Britannia Cheese Slices available in Indian market.,8900000000681
682,Tropicana Orange Juice,Beverages,776.59,Dabur,Dabur Tropicana Orange Juice available in Indian market.,8900000000682
683,Frooti Mango Drink,Beverages,2406.19,Dabur,Dabur Frooti Mango Drink available in Indian market.,8900000000683
684,Harpic Toilet Cleaner,Home Care,429.35,P&G,P&G Harpic Toilet Cleaner available in Indian market.,8900000000684
685,Red Label Tea,Food,2202.51,Tata,Tata Red Label Tea available in Indian market.,8900000000685
686,Domex Cleaner,Home Care,468.34,Reckitt,Reckitt Domex Cleaner available in Indian market.,8900000000686
687,Peter England Shirt,Fashion,3780.55,Nike,Nike Peter England Shirt available in Indian market.,8900000000687
688,Britannia Cheese Slices,Dairy,91.87,Nestle,Nestle Britannia Cheese Slices available in Indian market.,8900000000688
689,Lifebuoy Handwash,Personal Care,4378.47,Pears,Pears Lifebuoy Handwash available in Indian market.,8900000000689
690,Logitech Webcam,Electronics,4227.21,OnePlus,OnePlus Logitech Webcam available in Indian market.,8900000000690
691,Allen Solly Belt,Fashion,3182.54,Raymond,Raymond Allen Solly Belt available in Indian market.,8900000000691
692,Frooti Mango Drink,Beverages,4806.01,Tropicana,Tropicana Frooti Mango Drink available in Indian market.,8900000000692
693,Peter England Shirt,Fashion,1409.85,Peter England,Peter England Peter England Shirt available in Indian market.,8900000000693
694,Britannia Bread,Food,4466.0,Tata,Tata Britannia Bread available in Indian market.,8900000000694
695,Dove Shampoo,Personal Care,4642.41,Lifebuoy,Lifebuoy Dove Shampoo available in Indian market.,8900000000695
696,Nestle Yogurt,Dairy,2677.39,Britannia,Britannia Nestle Yogurt available in Indian market.,8900000000696
697,Clinic Plus Shampoo,Personal Care,4398.73,Lifebuoy,Lifebuoy Clinic Plus Shampoo available in Indian market.,8900000000697
698,Tropicana Orange Juice,Beverages,3191.78,Parle Agro,Parle Agro Tropicana Orange Juice available in Indian market.,8900000000698
699,Britannia Cheese Slices,Dairy,3336.29,Nestle,Nestle Britannia Cheese Slices available in Indian market.,8900000000699
700,Boat Headphones,Electronics,2675.53,Logitech,Logitech Boat Headphones available in Indian market.,8900000000700
701,Bata Sandals,Fashion,1980.99,Raymond,Raymond Bata Sandals available in Indian market.,8900000000701
702,Odonil Air Freshener,Home Care,529.94,Reckitt,Reckitt Odonil Air Freshener available in Indian market.,8900000000702
703,Haldiram Bhujia,Food,1651.92,Tata,Tata Haldiram Bhujia available in Indian market.,8900000000703
704,Mi Power Bank 10000mAh,Electronics,790.75,HP,HP Mi Power Bank 10000mAh available in Indian market.,8900000000704
705,Lizol Floor Cleaner,Home Care,65.68,Hindustan Unilever,Hindustan Unilever Lizol Floor Cleaner available in Indian market.,8900000000705
706,Domex Cleaner,Home Care,2929.29,Hindustan Unilever,Hindustan Unilever Domex Cleaner available in Indian market.,8900000000706
707,Lizol Floor Cleaner,Home Care,1108.81,Godrej,Godrej Lizol Floor Cleaner available in Indian market.,8900000000707
708,Govardhan Ghee,Dairy,1764.59,Nestle,Nestle Govardhan Ghee available in Indian market.,8900000000708
709,Amul Butter,Dairy,4894.36,Govardhan,Govardhan Amul Butter available in Indian market.,8900000000709
710,Philips Trimmer,Electronics,2371.74,Samsung,Samsung Philips Trimmer available in Indian market.,8900000000710
711,Bata Sandals,Fashion,3092.16,Raymond,Raymond Bata Sandals available in Indian market.,8900000000711
712,Paper Boat Drink,Beverages,1588.73,Tropicana,Tropicana Paper Boat Drink available in Indian market.,8900000000712
713,Tata Salt,Food,1627.33,Fortune,Fortune Tata Salt available in Indian market.,8900000000713
714,Amul Cheese,Dairy,3188.25,Mother Dairy,Mother Dairy Amul Cheese available in Indian market.,8900000000714
715,Frooti Mango Drink,Beverages,2717.46,Tropicana,Tropicana Frooti Mango Drink available in Indian market.,8900000000715
716,Sunsilk Conditioner,Personal Care,4834.02,Emami,Emami Sunsilk Conditioner available in Indian market.,8900000000716
717,Nike Shoes,Fashion,364.52,Raymond,Raymond Nike Shoes available in Indian market.,8900000000717
718,Britannia Bread,Food,2090.5,ITC,ITC Britannia Bread available in Indian market.,8900000000718
719,Peter England Shirt,Fashion,244.34,Nike,Nike Peter England Shirt available in Indian market.,8900000000719
720,Dettol Handwash,Personal Care,1876.17,Hindustan Unilever,Hindustan Unilever Dettol Handwash available in Indian market.,8900000000720
721,Coca-Cola 500ml,Beverages,2863.5,Tropicana,Tropicana Coca-Cola 500ml available in Indian market.,8900000000721
722,Lifebuoy Handwash,Personal Care,2026.53,Hindustan Unilever,Hindustan Unilever Lifebuoy Handwash available in Indian market.,8900000000722
723,Lizol Floor Cleaner,Home Care,2481.07,SC Johnson,SC Johnson Lizol Floor Cleaner available in Indian market.,8900000000723
724,HP Keyboard,Electronics,4353.04,HP,HP HP Keyboard available in Indian market.,8900000000724
725,Samsung Charger,Electronics,642.79,Philips,Philips Samsung Charger available in Indian market.,8900000000725
726,Puma Sports T-Shirt,Fashion,3779.27,Van Heusen,Van Heusen Puma Sports T-Shirt available in Indian market.,8900000000726
727,Peter England Shirt,Fashion,2461.87,Bata,Bata Peter England Shirt available in Indian market.,8900000000727
728,Peter England Shirt,Fashion,1862.96,Van Heusen,Van Heusen Peter England Shirt available in Indian market.,8900000000728
729,Fair & Lovely Cream,Personal Care,718.55,Lifebuoy,Lifebuoy Fair & Lovely Cream available in Indian market.,8900000000729
730,Good Day Cookies,Food,3181.65,Parle,Parle Good Day Cookies available in Indian market.,8900000000730
731,Britannia Cheese Slices,Dairy,1115.23,Govardhan,Govardhan Britannia Cheese Slices available in Indian market.,8900000000731
732,Bisleri Water 1L,Beverages,2328.69,Coca-Cola,Coca-Cola Bisleri Water 1L available in Indian market.,8900000000732
733,Boat Headphones,Electronics,3986.53,Boat,Boat Boat Headphones available in Indian market.,8900000000733
734,Haldiram Bhujia,Food,2521.36,Tata,Tata Haldiram Bhujia available in Indian market.,8900000000734
735,Tata Salt,Food,1120.69,Nestle,Nestle Tata Salt available in Indian market.,8900000000735
736,Boat Headphones,Electronics,3979.27,Philips,Philips Boat Headphones available in Indian market.,8900000000736
737,Frooti Mango Drink,Beverages,2459.54,PepsiCo,PepsiCo Frooti Mango Drink available in Indian market.,8900000000737
738,Mi Power Bank 10000mAh,Electronics,3114.67,OnePlus,OnePlus Mi Power Bank 10000mAh available in Indian market.,8900000000738
739,Odonil Air Freshener,Home Care,795.32,Reckitt,Reckitt Odonil Air Freshener available in Indian market.,8900000000739
740,Zebronics Mouse,Electronics,3006.28,Boat,Boat Zebronics Mouse available in Indian market.,8900000000740
741,Nestle Yogurt,Dairy,1777.73,Nestle,Nestle Nestle Yogurt available in Indian market.,8900000000741
742,Dettol Handwash,Personal Care,2369.92,Emami,Emami Dettol Handwash available in Indian market.,8900000000742
743,Britannia Cheese Slices,Dairy,76.85,Britannia,Britannia Britannia Cheese Slices available in Indian market.,8900000000743
744,Fair & Lovely Cream,Personal Care,705.4,Dove,Dove Fair & Lovely Cream available in Indian market.,8900000000744
745,Amul Taaza Milk,Dairy,2483.0,Nestle,Nestle Amul Taaza Milk available in Indian market.,8900000000745
746,Good Day Cookies,Food,2595.2,ITC,ITC Good Day Cookies available in Indian market.,8900000000746
747,Dove Shampoo,Personal Care,3660.62,Lifebuoy,Lifebuoy Dove Shampoo available in Indian market.,8900000000747
748,Boat Headphones,Electronics,1537.37,Mi,Mi Boat Headphones available in Indian market.,8900000000748
749,Pears Soap,Personal Care,3025.9,Dove,Dove Pears Soap available in Indian market.,8900000000749
750,Pears Soap,Personal Care,551.84,Colgate,Colgate Pears Soap available in Indian market.,8900000000750
751,Amul Butter,Dairy,1057.26,Nestle,Nestle Amul Butter available in Indian market.,8900000000751
752,Bisleri Water 1L,Beverages,3296.97,Coca-Cola,Coca-Cola Bisleri Water 1L available in Indian market.,8900000000752
753,Nestle Yogurt,Dairy,3500.01,Amul,Amul Nestle Yogurt available in Indian market.,8900000000753
754,Van Heusen Tie,Fashion,81.26,Van Heusen,Van Heusen Van Heusen Tie available in Indian market.,8900000000754
755,Daawat Basmati Rice,Food,739.49,Haldiram,Haldiram Daawat Basmati Rice available in Indian market.,8900000000755
756,Govardhan Ghee,Dairy,4257.24,Nestle,Nestle Govardhan Ghee available in Indian market.,8900000000756
757,Frooti Mango Drink,Beverages,1397.53,PepsiCo,PepsiCo Frooti Mango Drink available in Indian market.,8900000000757
758,Amul Butter,Dairy,2113.54,Nestle,Nestle Amul Butter available in Indian market.,8900000000758
759,Daawat Basmati Rice,Food,1097.37,Fortune,Fortune Daawat Basmati Rice available in Indian market.,8900000000759
760,HP Keyboard,Electronics,3606.5,OnePlus,OnePlus HP Keyboard available in Indian market.,8900000000760
